LABEL,author,year,title,property,fibre,matrix,fvf,material_type,ply_type,layup,rate_units,property_units,URL,data_source,n_repetitions,rate,property_mean,property_stdv,specimen_design,exp_setup,data_reduction,curve_fit,comments
Gerlach (2008),Gerlach,2008,Experimental characterisation and constitutive modelling of RTM-6 resin under impact loading,X_c,,RTM6,,M,,,1/s,MPa,https://doi.org/10.1016/j.polymer.2008.04.018,plot,,0.009910601,90.36947725,,cylinder,screw-driven tensile machine,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,14.78340639,107.1748341,,cylinder,in-house hydraulic rig,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,31.75892338,114.0868928,,cylinder,in-house hydraulic rig,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,1738.18502,163.7343434,,cylinder,SHPB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,2303.803389,188.5982479,,cylinder,SHPB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,2553.689513,199.6521437,,cylinder,SHPB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,3811.556399,200.8704033,,cylinder,SHPB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
Gerlach (2008),Gerlach,2008,Experimental characterisation and constitutive modelling of RTM-6 resin under impact loading,X_t,,RTM6,,M,,,1/s,MPa,https://doi.org/10.1016/j.polymer.2008.04.018,plot,,0.010157706,140.5566778,,dogbone,screw-driven tensile machine,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,11.50559636,157.2520398,,dogbone,in-house hydraulic rig,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,11.24735913,161.9426919,,dogbone,in-house hydraulic rig,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,86.17429895,165.3113635,,dogbone,in-house hydraulic rig,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,110.884625,167.923611,,dogbone,in-house hydraulic rig,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,115.0515543,171.5865128,,dogbone,in-house hydraulic rig,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,117.9352783,174.6398119,,dogbone,in-house hydraulic rig,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,1104.832454,213.847015,,dogbone,SHTB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,1411.272316,233.9868085,,dogbone,SHTB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,2614.789061,256.9250191,,dogbone,SHTB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,3447.787814,261.3678365,,dogbone,SHTB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,3983.049244,263.7921525,,dogbone,SHTB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,4941.695969,264.3718036,,dogbone,SHTB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,6284.404401,267.8009657,,dogbone,SHTB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
,,,,,,,,,,,,,,,,5183.263621,263.7533916,,dogbone,SHTB,,0,reliable test method but reference quasi-static loading rate is too high for comparison with other collected data
Jordan (2008),Jordan,2008,Mechanical properties of Epon 826/DEA epoxy,X_c (yield),,Epon 826/DEA epoxy,,M,,,1/s,MPa,https://doi.org/10.1007/s11043-008-9061-x,plot,"[3,5]",0.001282928,83.46613546,,8mm dia x 3.5 mm thick cylinder,Instron mechanical,,1,
,,,,,,,,,,,,,,,"[3,5]",0.012176286,90.43824701,,8mm dia x 3.5 mm thick cylinder,Instron mechanical,,1,
,,,,,,,,,,,,,,,"[3,5]",0.122253143,97.60956175,,8mm dia x 3.5 mm thick cylinder,Instron mechanical,,1,
,,,,,,,,,,,,,,,"[3,5]",1.373633441,103.7848606,,8mm dia x 3.5 mm thick cylinder,Hydraulic,,1,
,,,,,,,,,,,,,,,"[3,5]",15.00601135,110.9561753,,8mm dia x 3.5 mm thick cylinder,split Hopkinson pressure bars (SHPB),,1,
,,,,,,,,,,,,,,,"[3,5]",130.8966243,125.0996016,,5mm dia x 2.5 mm thick cylinder,split Hopkinson pressure bars (SHPB),,1,
,,,,,,,,,,,,,,,"[3,5]",1390.293388,153.9840637,,5mm dia x 2.5 mm thick cylinder,miniaturized SHPB,,1,
,,,,,,,,,,,,,,,"[3,5]",3936.528845,167.9282869,,1.5 mm dia x 0.6 mm thick cylinder,miniaturized SHPB,,1,
,,,,,,,,,,,,,,,"[3,5]",13571.73131,197.0119522,,1.5 mm dia x 0.6 mm thick cylinder,,,1,
Miwa (1995),Miwa,1995,Strain rate and temperature dependence of shear properties of epoxy resin,S,,Epoxy resin,,M,,,1/s,MPa,https://doi.org/10.1007/BF00351607,plot,"[5,8]",0.000186,10.56657,,60 mm x 60 mm x 3 mm,Circular punch,Master curve created from stain rate and  temperature superposition,1,
,,,,,,,,,,,,,,,"[5,8]",0.012524,26.85552,,60 mm x 60 mm x 3 mm,Circular punch,Master curve created from stain rate and  temperature superposition,1,
,,,,,,,,,,,,,,,"[5,8]",0.174817,39.03683,,60 mm x 60 mm x 3 mm,Circular punch,Master curve created from stain rate and  temperature superposition,1,
,,,,,,,,,,,,,,,"[5,8]",4.214847,46.8272,,60 mm x 60 mm x 3 mm,Circular punch,Master curve created from stain rate and  temperature superposition,1,
,,,,,,,,,,,,,,,"[5,8]",44.05336,51.35977,,60 mm x 60 mm x 3 mm,Circular punch,Master curve created from stain rate and  temperature superposition,1,
,,,,,,,,,,,,,,,"[5,8]",1373.633,57.0255,,60 mm x 60 mm x 3 mm,Circular punch,Master curve created from stain rate and  temperature superposition,1,
,,,,,,,,,,,,,,,"[5,8]",21805.64,60,,60 mm x 60 mm x 3 mm,Circular punch,Master curve created from stain rate and  temperature superposition,1,
Gurusideswar (2017),Gurusideswar,2017,Tensile Response of Epoxy and Glass/Epoxy Composites at Low and Medium Strain Rate Regimes,X_t,,DGEBA+TETA,,M,,,1/s,MPa,https://doi.org/10.1016/j.proeng.2016.12.148,table,,0.0001,41.39,5.91,dogbone,UTM,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,0.001,44.49,1.56,dogbone,UTM,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,0.01,48.98,4.39,dogbone,UTM,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,0.1,56.51,1.91,dogbone,UTM,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,315,42.5,3.15,dogbone,Drop tower,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,385,51.47,2.32,dogbone,Drop tower,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
,,,,,,,,,,,,,,,,445,56.24,2.32,dogbone,Drop tower,,0,"drop-tower test for high rate loading, high stiffness increase and unreliable dynamic strength measurements for epoxy resin"
Mayr (1998),Mayr,1998,Yielding Behaviour in Model Epoxy Thermosets - I. Effect of Strain Rate and Composition,X_c (yield),,DGEBA/BA,,M,,,1/s,MPa,https://doi.org/10.1016/S0032-3861(97)10334-2,plot,2,0.000104,59.17,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,0.00104,66.61,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,0.104,81.74,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,1.04,99.83,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
Mayr (1998),Mayr,1998,Yielding Behaviour in Model Epoxy Thermosets - I. Effect of Strain Rate and Composition,X_c (yield),,DGEBA/DDM,,M,,,1/s,MPa,https://doi.org/10.1016/S0032-3861(97)10334-2,plot,2,0.0000104,102.18,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,0.000104,108.95,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,0.00104,114.37,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,0.0104,122.02,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,0.104,128.32,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,1.04,148.84,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
Mayr (1998),Mayr,1998,Yielding Behaviour in Model Epoxy Thermosets - I. Effect of Strain Rate and Composition,X_c (yield),,DGEBA/95%An/5%DDM,,M,,,1/s,MPa,https://doi.org/10.1016/S0032-3861(97)10334-2,plot,2,0.0000104,81.8798151,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,0.000104,93.20493066,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,0.00104,95.51617874,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,0.0104,104.761171,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,0.104,114.0061633,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
,,,,,,,,,,,,,,,2,1.04,126.2557781,,"10mm dia, 16mm length cylinder",Instron 4505,,1,
Naik (2011),Naik,2011,High strain rate mechanical behavior of epoxy under compressive loading: Experimental and modeling studies,X_c (yield),,LY556 epoxy,,M,,,1/s,MPa,https://doi.org/10.1016/j.msea.2010.10.099,table,,QS,120,,"8mm dia, 6mm length cylinder",,,1,
,,,,,,,,,,,,,,,,1001,194,,"8mm dia, 6mm length cylinder",SHPB,,1,
,,,,,,,,,,,,,,,,1275,200,,"8mm dia, 6mm length cylinder",SHPB,,1,
,,,,,,,,,,,,,,,,1957,206,,"8mm dia, 6mm length cylinder",SHPB,,1,
,,,,,,,,,,,,,,,,2048,210,,"8mm dia, 6mm length cylinder",SHPB,,1,
,,,,,,,,,,,,,,,,2250,214,,"8mm dia, 6mm length cylinder",SHPB,,1,
Chen (1998),Chen,1998,Constitutive Behavior of Epon 828/T-403 at Various Strain Rates,X_c (yield),,Epon 828/T403,,M,,,1/s,MPa,https://doi.org/10.1023/A:1009866108965,plot,,QS,75.5,,,MTS 810,,1,
,,,,,,,,,,,,,,,,0.0011,81.12,,,MTS 810,,1,
,,,,,,,,,,,,,,,,0.12,95.58,,,MTS 810,,1,
,,,,,,,,,,,,,,,,1.1,108.43,,,MTS 810,,1,
,,,,,,,,,,,,,,,,12,120.48,,,MTS 810,,1,
,,,,,,,,,,,,,,,,2500,174.3,,,SHTB,,1,
,,,,,,,,,,,,,,,,4900,177.51,,,SHTB,,1,
,,,,,,,,,,,,,,,,5200,180.73,,,SHTB,,1,
Gomez-del-Rio (2012),Gomez-del-Rio,2012,Compression yielding of epoxy: Strain rate and temperature effect,X_c (yield),,DGEBA/DDM,,M,,,1/s,MPa,https://doi.org/10.1016/j.matdes.2011.09.034,plot,,0.0000995,102.5265,,"12 mm dia, 6 mm thick cylinder",MTS universal testing machine,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,0.000387,106.3761,,"12 mm dia, 6 mm thick cylinder",MTS universal testing machine,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,0.000973,107.9159,,"12 mm dia, 6 mm thick cylinder",MTS universal testing machine,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,0.002586,111.7655,,"12 mm dia, 6 mm thick cylinder",MTS universal testing machine,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,0.00926,114.0752,,"12 mm dia, 6 mm thick cylinder",MTS universal testing machine,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,0.025974,114.8451,,"12 mm dia, 6 mm thick cylinder",MTS universal testing machine,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,0.0401,119.4646,,"12 mm dia, 6 mm thick cylinder",MTS universal testing machine,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,0.260917,133.708,,"12 mm dia, 6 mm thick cylinder",MTS universal testing machine,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,21.18994,154.8805,,"12 mm dia, 6 mm thick cylinder",SHPB,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,59.43836,203.385,,"12 mm dia, 3 mm thick cylinder",SHPB,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,319.8244,225.7124,,"12 mm dia, 3 mm thick cylinder",SHPB,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,2138.252,242.6504,,"12 mm dia, 3 mm thick cylinder",SHPB,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,1027.514,263.0531,,"12 mm dia, 3 mm thick cylinder",SHPB,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,1055.785,272.677,,"12 mm dia, 3 mm thick cylinder",SHPB,Temperature-Time superposition using Ree-Eyring model,1,
,,,,,,,,,,,,,,,,1768.252,288.0752,,"12 mm dia, 3 mm thick cylinder",SHPB,Temperature-Time superposition using Ree-Eyring model,1,
Tamrakar (2020),Tamrakar,2020,Strain rate-dependent large deformation inelastic behavior of an epoxy resin,X_c (yield),,Epoxy DER353,,M,,,1/s,MPa,https://doi.org/10.1177/0021998319859054,plot,,0.001,86.71329,,"4.85 mm diameter, 4.5 mm thickness cylinder",Instron,,1,
,,,,,,,,,,,,,,,,0.01,94.87179,,"4.85 mm diameter, 4.5 mm thickness cylinder",Instron,,1,
,,,,,,,,,,,,,,,,0.1,105.0699,,"4.85 mm diameter, 4.5 mm thickness cylinder",Instron,,1,
,,,,,,,,,,,,,,,,1,119,,"4.85 mm diameter, 4.5 mm thickness cylinder",Instron,,1,
,,,,,,,,,,,,,,,,1000,172.3776,,"4.85 mm diameter, 4.5 mm thickness cylinder",SHPB,,1,
,,,,,,,,,,,,,,,,2300,184.2075,,"4.85 mm diameter, 4.5 mm thickness cylinder",SHPB,,1,
,,,,,,,,,,,,,,,,5000,190.7343,,"Donut with 4.75 dia OD and 3 mm ID, thickness 1 mm",SHPB,,1,
,,,,,,,,,,,,,,,,12000,222.9604,,"Donut with 4.75 dia OD and 3 mm ID, thickness 1 mm",SHPB,,1,
Quino (2013),Quino,2013,Characterization of fracture toughness of epoxy resin after hygrothermal aging,GIc,,EPOLAM 2063,,M,,,mm/min,kJ/m2,https://repository.kaust.edu.sa/handle/10754/301051,table,5,0.005,0.377985178,0.139534442,Compact tension,Instron,,1,
,,,,,,,,,,,,,,,5,0.01,0.358379259,0.133417986,Compact tension,Instron,,1,
,,,,,,,,,,,,,,,5,0.3,0.309344321,0.100275252,Compact tension,Instron,,1,
,,,,,,,,,,,,,,,5,2,0.229153341,0.03373156,Compact tension,Instron,,1,
,,,,,,,,,,,,,,,5,10,0.224886613,0.095862022,Compact tension,Instron,,1,
Hollmann (1989),Hollmann,1989,Plane-strain fracture toughness of epoxies at different loading rates,KIc,,Shell Epon 815,,M,,,mm/min,MPa.m^0.5,http://doi.wiley.com/10.1002/pen.760290806,table,1,1,1.5,,Compact tension ASTM E 399,Instron,,1,
,,,,,,,,,,,,,,,3,5,1.466,0.039242358,Compact tension ASTM E 399,Instron,,1,
,,,,,,,,,,,,,,,3,50,1.338,0.042251543,Compact tension ASTM E 399,Instron,,1,
,,,,,,,,,,,,,,,2,500,1.09,0.01529052,Compact tension ASTM E 399,Instron,,1,
Hollmann (1989),Hollmann,1989,Plane-strain fracture toughness of epoxies at different loading rates,KIc,,Shell Epon 828,,M,,,mm/min,MPa.m^0.5,http://doi.wiley.com/10.1002/pen.760290806,table,3,1,1.074,0.062289974,Compact tension ASTM E 399,Instron,,1,
,,,,,,,,,,,,,,,3,5,0.987,0.103021749,Compact tension ASTM E 399,Instron,,1,
,,,,,,,,,,,,,,,2,50,0.86,0.04587156,Compact tension ASTM E 399,Instron,,1,
,,,,,,,,,,,,,,,2,500,0.567,0.012232416,Compact tension ASTM E 399,Instron,,1,
"Compston (2000), 411-45",Compston,2000,The effect of matrix toughness and loading rate on the mode-I interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIc,,Derakane 411-45 (bisphenol A epoxy based vinyl ester),,M,,,mm/min,kJ/m2,https://doi.org/10.1016/S1566-1369(00)80006-0,plot,3,1,0.143497843,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,10,0.166565741,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,100,0.135360684,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,1000,0.151635001,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,180000,0.237926728,,SENB (single edge notch bend),Drop-weight,,1,
"Compston (2000), 8084",Compston,2000,The effect of matrix toughness and loading rate on the mode-I interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIc,,Derakane 8084 (toughened 411-45),,M,,,mm/min,kJ/m2,https://doi.org/10.1016/S1566-1369(00)80006-0,plot,3,1,0.605423511,,SENB (single edge notch bend),,,1,
,,,,,,,,,,,,,,,3,10,0.492657634,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,100,0.420691091,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,1000,0.396203921,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,180000,0.380591931,,SENB (single edge notch bend),Drop-weight,,1,
"Compston (2000), 922EXL",Compston,2000,The effect of matrix toughness and loading rate on the mode-I interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIc,,922EXL (rubber-modified Hetron 922),,M,,,mm/min,kJ/m2,https://doi.org/10.1016/S1566-1369(00)80006-0,plot,3,1,0.700571493,,SENB (single edge notch bend),,,1,
,,,,,,,,,,,,,,,3,10,0.689709333,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,100,0.780675195,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,1000,0.803856635,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,180000,0.754238892,,SENB (single edge notch bend),Drop-weight,,1,
"Compston (2000), 8X33",Compston,2000,The effect of matrix toughness and loading rate on the mode-I interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIc,,8X33 (rubber-modified Derakane 8084),,M,,,mm/min,kJ/m2,https://doi.org/10.1016/S1566-1369(00)80006-0,plot,3,1,0.917928242,,SENB (single edge notch bend),,,1,
,,,,,,,,,,,,,,,3,10,0.852717432,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,100,0.88941034,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,1000,0.892097495,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,180000,0.869767618,,SENB (single edge notch bend),Drop-weight,,1,
"Compston (2000), 8S22",Compston,2000,The effect of matrix toughness and loading rate on the mode-I interlaminar fracture toughness of glass-fibre/vinyl-ester composites,GIc,,8S22 (rubber-modified Derakane 8084),,M,,,mm/min,kJ/m2,https://doi.org/10.1016/S1566-1369(00)80006-0,plot,3,1,1.135398532,,SENB (single edge notch bend),,,1,
,,,,,,,,,,,,,,,3,10,1.029350541,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,100,1.03211339,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,1000,0.960071153,,SENB (single edge notch bend),Shimadzu servo-hydraulic,,1,
,,,,,,,,,,,,,,,3,180000,1.019150708,,SENB (single edge notch bend),Drop-weight,,1,
Kanchanomai (2005),Kanchanomai,2005,Effects of loading rate on fracture behavior and mechanism of thermoset epoxy resin,GIc,,DGEBA,,M,,,mm/min,kJ/m2,https://doi.org/10.1016/j.polymertesting.2005.06.006,plot,,0.1,4.151133501,,SENB (single edge notch bend),servohydraulic machine,,1,
,,,,,,,,,,,,,,,,1,3.959697733,,SENB (single edge notch bend),servohydraulic machine,,1,
,,,,,,,,,,,,,,,,3,3.59697733,,SENB (single edge notch bend),servohydraulic machine,,1,
,,,,,,,,,,,,,,,,10,2.055415617,,SENB (single edge notch bend),servohydraulic machine,,1,
,,,,,,,,,,,,,,,,100,1.692695214,,SENB (single edge notch bend),servohydraulic machine,,1,
,,,,,,,,,,,,,,,,1000,2.005037783,,SENB (single edge notch bend),servohydraulic machine,,1,
Mishra (2022),Mishra,2022,Rate dependent fracture behavior of highly cross-linked epoxy resin,KIc,,DGEBA ,,M,,,mm/min,MPa.m^0.5,https://doi.org/10.1016/j.engfailanal.2022.106558,plot,6,0.1,0.941585535,,SENB (single edge notch bend),Instron ELECTROPULS E1000,,1,
,,,,,,,,,,,,,,,6,1,0.909596662,,SENB (single edge notch bend),,,1,
,,,,,,,,,,,,,,,6,5,0.869262865,,SENB (single edge notch bend),,,1,
,,,,,,,,,,,,,,,6,10,0.789986092,,SENB (single edge notch bend),,,1,
,,,,,,,,,,,,,,,6,20,0.773296245,,SENB (single edge notch bend),,,1,
,,,,,,,,,,,,,,,6,100,0.783031989,,SENB (single edge notch bend),,,1,
Pittman (2022),Pittman,2022,Rate-Dependent Fracture Behavior of Aerospace Epoxies: PR-520 and 3502,KIc,,PR520,,M,,,m/s,MPa.m^0.5,https://doi.org/10.1061/(ASCE)AS.1943-5525.0001354,table,,0.00002,1.603,0.296,SENB (single edge notch bend),,,1,
,,,,,,,,,,,,,,,,4,0.714,0.232,SENB (single edge notch bend),,,1,
Pittman (2022),Pittman,2022,Rate-Dependent Fracture Behavior of Aerospace Epoxies: PR-520 and 3502,KIc,,3502,,M,,,m/s,MPa.m^0.5,https://doi.org/10.1061/(ASCE)AS.1943-5525.0001354,table,,0.00002,0.598,0.285,SENB (single edge notch bend),,,1,
,,,,,,,,,,,,,,,,4,1.067,0.187,SENB (single edge notch bend),,,1,
